index,Date/Time,100m_N Avg [m/s],100m_N Std [m/s],Pressure [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m [%]
11361,2018-01-18 21:30:00,4.338,0.29,1010.8,33.8,23.9,2.8,23.1,52.6
11362,2018-01-18 21:40:00,4.247,0.145,1010.8,36.6,28.1,12.7,23.2,52.1
11363,2018-01-18 21:50:00,3.523,0.369,1010.8,25.3,14.1,0.0,23.3,51.6
11364,2018-01-18 22:00:00,2.607,0.145,1010.9,15.5,354.4,320.6,23.5,52.7
11365,2018-01-18 22:10:00,2.595,0.205,1010.9,353.0,329.1,308.0,23.1,55.8
11366,2018-01-18 22:20:00,2.887,0.177,1011.0,357.2,340.3,323.4,23.0,56.6
11367,2018-01-18 22:30:00,3.12,0.205,1010.9,4.2,350.2,331.9,23.0,55.5
11368,2018-01-18 22:40:00,3.049,0.229,1010.9,5.6,355.8,330.5,23.3,52.6
11369,2018-01-18 22:50:00,3.0,0.229,1010.9,353.0,336.1,317.8,23.5,54.1
11370,2018-01-18 23:00:00,3.199,0.205,1010.9,1.4,351.6,316.4,23.1,57.0
11371,2018-01-18 23:10:00,3.435,0.324,1010.9,8.4,351.6,322.0,22.6,59.6
11372,2018-01-18 23:20:00,3.525,0.29,1010.9,358.6,337.5,333.3,22.6,59.9
11373,2018-01-18 23:30:00,3.385,0.34,1010.9,1.4,345.9,334.7,21.9,61.3
11374,2018-01-18 23:40:00,3.015,0.177,1010.8,350.2,333.3,323.4,21.4,62.9
11375,2018-01-18 23:50:00,3.513,0.177,1010.8,334.7,324.8,320.6,21.4,62.3
11376,2018-01-19 00:00:00,3.685,0.177,1010.8,330.5,320.6,317.8,21.3,63.1
11377,2018-01-19 00:10:00,4.763,1.118,1010.8,326.3,319.2,313.6,21.3,63.0
11378,2018-01-19 00:20:00,5.605,0.324,1010.8,324.8,320.6,319.2,21.0,63.1
11379,2018-01-19 00:30:00,5.443,0.307,1010.8,323.4,317.8,322.0,20.5,64.5
11380,2018-01-19 00:40:00,4.557,0.229,1010.7,326.3,317.8,331.9,20.8,64.0
11381,2018-01-19 00:50:00,4.697,0.307,1010.7,336.1,338.9,340.3,20.7,63.8
11382,2018-01-19 01:00:00,4.729,0.34,1010.6,2.8,1.4,0.0,20.3,65.9
11383,2018-01-19 01:10:00,4.053,0.229,1010.5,7.0,2.8,358.6,20.5,65.3
11384,2018-01-19 01:20:00,3.643,0.29,1010.5,2.8,1.4,358.6,20.3,65.8
11385,2018-01-19 01:30:00,3.985,0.145,1010.6,12.7,1.4,351.6,20.0,66.0
11386,2018-01-19 01:40:00,3.874,0.271,1010.6,14.1,1.4,347.3,19.8,66.5
11387,2018-01-19 01:50:00,3.604,0.177,1010.6,23.9,2.8,353.0,19.6,66.3
11388,2018-01-19 02:00:00,3.867,0.229,1010.5,32.3,14.1,358.6,19.3,66.3
11389,2018-01-19 02:10:00,4.036,0.177,1010.5,30.9,21.1,2.8,19.3,65.1
11390,2018-01-19 02:20:00,4.147,0.229,1010.5,23.9,19.7,2.8,19.4,63.4
11391,2018-01-19 02:30:00,4.517,0.177,1010.5,14.1,5.6,1.4,19.3,63.0
11392,2018-01-19 02:40:00,4.078,0.229,1010.3,11.3,5.6,2.8,19.4,60.9
11393,2018-01-19 02:50:00,4.76,0.324,1010.3,11.3,4.2,0.0,19.8,59.0
11394,2018-01-19 03:00:00,5.188,0.271,1010.2,11.3,2.8,358.6,19.6,59.2
11395,2018-01-19 03:10:00,4.542,0.422,1010.1,26.7,15.5,4.2,19.6,58.0
11396,2018-01-19 03:20:00,3.793,0.177,1010.0,28.1,21.1,4.2,19.9,56.8
11397,2018-01-19 03:30:00,4.743,0.307,1010.0,29.5,21.1,5.6,19.9,56.2
11398,2018-01-19 03:40:00,4.8,0.177,1010.0,30.9,22.5,5.6,19.9,56.0
11399,2018-01-19 03:50:00,5.838,0.589,1010.0,29.5,21.1,5.6,19.9,55.5
11400,2018-01-19 04:00:00,6.845,0.251,1009.9,36.6,26.7,14.1,19.8,56.3
11401,2018-01-19 04:10:00,6.45,0.324,1009.9,35.2,23.9,11.3,19.7,56.8
11402,2018-01-19 04:20:00,6.585,0.29,1009.9,36.6,25.3,9.8,19.6,57.4
11403,2018-01-19 04:30:00,6.789,0.29,1009.9,38.0,25.3,11.3,19.4,57.6
11404,2018-01-19 04:40:00,6.388,0.355,1009.9,39.4,26.7,12.7,19.2,58.3
11405,2018-01-19 04:50:00,6.126,0.502,1009.9,42.2,29.5,18.3,19.2,58.1
11406,2018-01-19 05:00:00,6.118,0.839,1010.0,22.5,14.1,8.4,19.0,59.1
11407,2018-01-19 05:10:00,7.245,0.369,1009.9,25.3,14.1,12.7,18.7,59.9
11408,2018-01-19 05:20:00,7.457,0.369,1009.9,25.3,15.5,15.5,18.3,61.6
11409,2018-01-19 05:30:00,7.334,0.57,1009.9,21.1,14.1,21.1,18.3,61.5
11410,2018-01-19 05:40:00,6.853,0.369,1010.0,14.1,12.7,30.9,18.2,61.6
11411,2018-01-19 05:50:00,5.983,0.58,1010.1,12.7,12.7,30.9,18.1,62.4
11412,2018-01-19 06:00:00,6.447,0.502,1010.2,14.1,14.1,35.2,18.0,62.7
11413,2018-01-19 06:10:00,7.142,0.522,1010.3,15.5,15.5,36.6,18.1,63.2
11414,2018-01-19 06:20:00,7.714,0.422,1010.3,14.1,11.3,25.3,17.9,64.9
11415,2018-01-19 06:30:00,7.142,0.458,1010.5,14.1,12.7,28.1,17.2,67.5
11416,2018-01-19 06:40:00,7.756,0.717,1010.5,18.3,18.3,32.3,16.9,68.7
11417,2018-01-19 06:50:00,7.653,0.458,1010.7,21.1,21.1,36.6,17.1,66.8
11418,2018-01-19 07:00:00,7.326,0.672,1010.8,23.9,28.1,45.0,17.4,65.3
11419,2018-01-19 07:10:00,8.272,0.229,1010.8,22.5,21.1,36.6,17.4,65.1
11420,2018-01-19 07:20:00,8.844,0.355,1011.0,22.5,16.9,29.5,17.0,66.5
11421,2018-01-19 07:30:00,8.891,0.229,1011.2,26.7,16.9,28.1,16.9,66.5
11422,2018-01-19 07:40:00,8.62,0.422,1011.3,25.3,18.3,29.5,16.9,65.6
11423,2018-01-19 07:50:00,8.679,0.422,1011.4,33.8,25.3,32.3,17.1,64.6
11424,2018-01-19 08:00:00,6.7,0.422,1011.6,40.8,35.2,30.9,17.2,63.8
11425,2018-01-19 08:10:00,5.173,0.552,1011.7,46.4,39.4,32.3,17.4,63.7
11426,2018-01-19 08:20:00,4.788,0.177,1012.0,43.6,39.4,23.9,17.9,62.0
11427,2018-01-19 08:30:00,5.004,0.542,1012.0,46.4,39.4,25.3,18.7,59.7
11428,2018-01-19 08:40:00,6.715,0.656,1012.2,42.2,35.2,22.5,19.4,57.5
11429,2018-01-19 08:50:00,6.666,0.552,1012.3,39.4,28.1,14.1,19.9,55.9
11430,2018-01-19 09:00:00,6.536,0.481,1012.5,38.0,25.3,16.9,20.4,54.7
11431,2018-01-19 09:10:00,6.415,0.767,1012.6,43.6,30.9,18.3,20.8,53.2
11432,2018-01-19 09:20:00,7.238,0.656,1012.7,56.3,39.4,25.3,21.3,50.3
11433,2018-01-19 09:30:00,6.993,0.512,1012.8,50.6,38.0,23.9,21.4,49.0
11434,2018-01-19 09:40:00,6.718,0.597,1012.9,56.3,43.6,32.3,21.8,48.7
11435,2018-01-19 09:50:00,5.969,0.767,1013.0,53.4,43.6,35.2,22.2,47.2
11436,2018-01-19 10:00:00,5.338,0.813,1013.1,57.7,49.2,43.6,23.0,44.4
11437,2018-01-19 10:10:00,4.91,0.767,1013.1,60.5,54.8,47.8,23.6,41.9
11438,2018-01-19 10:20:00,4.355,0.64,1013.2,64.7,57.7,56.3,24.1,40.8
11439,2018-01-19 10:30:00,4.731,0.732,1013.3,66.1,63.3,63.3,24.6,38.5
11440,2018-01-19 10:40:00,4.866,0.813,1013.3,67.5,63.3,61.9,25.1,37.6
11441,2018-01-19 10:50:00,5.254,0.767,1013.3,71.7,67.5,66.1,25.2,38.1
11442,2018-01-19 11:00:00,5.374,0.648,1013.3,74.5,70.3,67.5,25.2,38.0
11443,2018-01-19 11:10:00,5.202,0.939,1013.3,74.5,70.3,67.5,25.4,38.1
11444,2018-01-19 11:20:00,5.175,0.648,1013.3,74.5,68.9,66.1,25.4,38.9
11445,2018-01-19 11:30:00,4.648,0.717,1013.2,81.6,77.3,80.2,25.8,39.4
11446,2018-01-19 11:40:00,4.996,0.648,1013.2,90.0,85.8,84.4,25.7,38.8
11447,2018-01-19 11:50:00,5.249,0.532,1013.0,94.2,91.4,94.2,25.4,40.8
11448,2018-01-19 12:00:00,4.923,0.383,1012.8,97.0,92.8,90.0,25.2,40.0
11449,2018-01-19 12:10:00,4.822,0.307,1012.8,97.0,91.4,90.0,25.4,40.3
11450,2018-01-19 12:20:00,4.726,0.324,1012.5,99.8,94.2,91.4,25.3,40.0
11451,2018-01-19 12:30:00,4.562,0.589,1012.4,102.7,101.3,104.1,25.8,41.9
11452,2018-01-19 12:40:00,4.699,0.34,1012.2,108.3,105.5,108.3,26.0,42.5
11453,2018-01-19 12:50:00,6.118,0.561,1012.1,111.1,109.7,113.9,25.7,46.0
11454,2018-01-19 13:00:00,5.946,0.307,1012.0,115.3,112.5,116.7,25.3,46.8
11455,2018-01-19 13:10:00,6.182,0.532,1011.7,118.1,115.3,116.7,25.4,47.7
11456,2018-01-19 13:20:00,6.457,0.307,1011.5,120.9,118.1,122.3,24.9,48.8
11457,2018-01-19 13:30:00,6.538,0.34,1011.3,122.3,120.9,123.8,24.7,51.0
11458,2018-01-19 13:40:00,6.73,0.324,1011.2,122.3,120.9,126.6,24.7,52.7
11459,2018-01-19 13:50:00,6.678,0.271,1010.9,120.9,118.1,122.3,24.7,52.5
11460,2018-01-19 14:00:00,6.69,0.307,1010.8,122.3,119.5,123.8,24.7,53.6
11461,2018-01-19 14:10:00,6.379,0.435,1010.6,125.2,123.8,130.8,25.1,54.1
11462,2018-01-19 14:20:00,6.435,0.589,1010.5,128.0,126.6,132.2,25.2,54.3
11463,2018-01-19 14:30:00,6.752,0.383,1010.3,128.0,126.6,135.0,25.1,53.7
11464,2018-01-19 14:40:00,6.094,0.369,1010.2,132.2,129.4,135.0,25.1,54.8
11465,2018-01-19 14:50:00,6.489,0.355,1010.0,132.2,132.2,139.2,25.1,55.8
11466,2018-01-19 15:00:00,6.524,0.383,1009.9,133.6,133.6,139.2,24.9,57.6
11467,2018-01-19 15:10:00,6.762,0.458,1009.8,132.2,133.6,139.2,24.8,57.7
11468,2018-01-19 15:20:00,6.401,0.597,1009.7,133.6,135.0,137.8,24.9,57.7
11469,2018-01-19 15:30:00,6.627,0.422,1009.7,129.4,129.4,133.6,25.1,58.0
11470,2018-01-19 15:40:00,6.528,0.271,1009.6,128.0,128.0,130.8,25.1,57.6
11471,2018-01-19 15:50:00,6.104,0.307,1009.5,132.2,128.0,130.8,25.2,56.6
11472,2018-01-19 16:00:00,6.511,0.307,1009.6,126.6,126.6,128.0,25.3,56.5
11473,2018-01-19 16:10:00,5.937,0.664,1009.6,130.8,130.8,135.0,25.3,56.6
11474,2018-01-19 16:20:00,5.757,0.648,1009.7,130.8,129.4,132.2,25.3,56.3
11475,2018-01-19 16:30:00,5.35,0.632,1009.6,135.0,133.6,135.0,25.1,56.8
11476,2018-01-19 16:40:00,5.399,0.397,1009.7,130.8,129.4,132.2,25.1,58.0
11477,2018-01-19 16:50:00,5.517,0.561,1009.7,129.4,129.4,132.2,25.1,57.6
11478,2018-01-19 17:00:00,5.45,0.324,1009.7,126.6,126.6,130.8,24.8,59.2
11479,2018-01-19 17:10:00,5.563,0.34,1009.7,128.0,126.6,133.6,24.8,59.1
11480,2018-01-19 17:20:00,5.47,0.251,1009.8,125.2,125.2,128.0,24.8,58.7
11481,2018-01-19 17:30:00,5.419,0.307,1009.8,123.8,120.9,123.8,24.4,59.7
11482,2018-01-19 17:40:00,5.222,0.397,1009.9,120.9,118.1,118.1,24.4,60.7
11483,2018-01-19 17:50:00,5.104,0.369,1009.9,122.3,120.9,119.5,24.3,61.5
11484,2018-01-19 18:00:00,4.729,0.369,1010.0,119.5,116.7,116.7,24.1,62.7
11485,2018-01-19 18:10:00,4.144,0.502,1010.1,122.3,120.9,120.9,24.0,62.4
11486,2018-01-19 18:20:00,4.397,0.383,1010.2,116.7,113.9,112.5,23.7,64.0
11487,2018-01-19 18:30:00,4.535,0.205,1010.2,116.7,115.3,113.9,23.5,65.7
11488,2018-01-19 18:40:00,4.792,0.205,1010.3,113.9,112.5,113.9,23.2,66.4
11489,2018-01-19 18:50:00,4.711,0.251,1010.4,108.3,105.5,105.5,23.1,68.4
11490,2018-01-19 19:00:00,5.205,0.177,1010.5,104.1,102.7,104.1,23.0,70.3
11491,2018-01-19 19:10:00,4.856,0.307,1010.6,105.5,102.7,104.1,22.9,72.3
11492,2018-01-19 19:20:00,4.591,0.324,1010.7,104.1,97.0,94.2,22.7,71.9
11493,2018-01-19 19:30:00,4.473,0.397,1010.8,102.7,95.6,92.8,22.7,71.9
11494,2018-01-19 19:40:00,3.935,0.324,1010.9,102.7,98.4,91.4,22.7,71.3
11495,2018-01-19 19:50:00,2.587,0.753,1011.0,106.9,104.1,97.0,22.9,68.4
11496,2018-01-19 20:00:00,2.239,0.355,1011.2,112.5,105.5,95.6,23.1,65.9
11497,2018-01-19 20:10:00,2.379,0.34,1011.3,105.5,99.8,91.4,23.1,63.8
11498,2018-01-19 20:20:00,2.118,0.512,1011.3,105.5,102.7,98.4,23.1,62.0
11499,2018-01-19 20:30:00,1.475,0.522,1011.5,99.8,101.3,99.8,23.3,58.0
11500,2018-01-19 20:40:00,2.391,0.64,1011.6,115.3,106.9,102.7,23.1,56.8
11501,2018-01-19 20:50:00,1.829,0.355,1011.6,115.3,111.1,105.5,23.3,52.5
11502,2018-01-19 21:00:00,1.072,0.205,1011.6,126.6,115.3,105.5,23.3,52.6
11503,2018-01-19 21:10:00,0.878,0.102,1011.7,139.2,122.3,109.7,23.1,53.6
11504,2018-01-19 21:20:00,0.846,0.271,1011.8,191.3,163.1,126.6,23.0,53.5
11505,2018-01-19 21:30:00,1.242,0.307,1011.8,247.5,229.2,160.3,22.9,54.7
11506,2018-01-19 21:40:00,1.004,0.177,1012.0,279.8,271.4,83.0,22.2,60.7
11507,2018-01-19 21:50:00,1.455,0.383,1012.0,293.9,284.1,345.9,21.8,62.6
11508,2018-01-19 22:00:00,1.824,0.145,1012.0,306.6,295.3,310.8,21.6,66.9
11509,2018-01-19 22:10:00,2.487,0.229,1012.0,308.0,303.8,310.8,21.4,69.0
11510,2018-01-19 22:20:00,3.01,0.229,1012.0,299.5,295.3,300.9,21.0,70.1
11511,2018-01-19 22:30:00,3.358,0.145,1012.0,300.9,298.1,299.5,20.7,71.2
11512,2018-01-19 22:40:00,4.282,0.807,1012.0,308.0,302.3,306.6,20.5,73.2
11513,2018-01-19 22:50:00,5.114,0.41,1012.0,312.2,306.6,313.6,20.0,73.0
11514,2018-01-19 23:00:00,5.097,0.145,1011.8,319.2,315.0,317.8,19.8,69.2
11515,2018-01-19 23:10:00,5.183,0.229,1011.8,326.3,322.0,324.8,19.4,67.6
11516,2018-01-19 23:20:00,5.532,0.251,1011.7,333.3,329.1,329.1,19.6,67.6
11517,2018-01-19 23:30:00,5.387,0.145,1011.6,337.5,330.5,327.7,19.7,66.7
11518,2018-01-19 23:40:00,5.934,0.251,1011.6,343.1,338.9,341.7,19.9,64.3
11519,2018-01-19 23:50:00,6.516,0.271,1011.5,348.8,345.9,345.9,19.9,61.4
11520,2018-01-20 00:00:00,6.504,0.229,1011.5,351.6,345.9,350.2,19.6,60.1
11521,2018-01-20 00:10:00,6.772,0.29,1011.3,0.0,354.4,354.4,19.3,58.0
11522,2018-01-20 00:20:00,8.053,0.71,1011.1,1.4,0.0,353.0,19.2,55.2
11523,2018-01-20 00:30:00,8.461,0.251,1011.0,7.0,1.4,0.0,19.6,51.0
11524,2018-01-20 00:40:00,7.376,0.47,1011.0,8.4,4.2,2.8,19.8,49.4
11525,2018-01-20 00:50:00,6.767,0.369,1011.0,11.3,5.6,2.8,19.4,50.4
11526,2018-01-20 01:00:00,6.794,0.491,1010.9,11.3,5.6,2.8,19.2,50.3
11527,2018-01-20 01:10:00,6.946,0.481,1010.9,11.3,4.2,2.8,19.1,50.0
11528,2018-01-20 01:20:00,6.951,0.447,1010.9,9.8,2.8,2.8,19.0,49.1
11529,2018-01-20 01:30:00,6.899,0.41,1010.9,11.3,2.8,4.2,19.1,47.9
11530,2018-01-20 01:40:00,7.214,0.422,1010.8,9.8,2.8,2.8,19.1,46.8
11531,2018-01-20 01:50:00,7.395,0.522,1010.8,12.7,7.0,4.2,19.0,46.1
11532,2018-01-20 02:00:00,8.014,0.589,1010.7,14.1,7.0,5.6,19.0,44.9
11533,2018-01-20 02:10:00,8.228,0.623,1010.7,14.1,7.0,4.2,18.7,45.4
11534,2018-01-20 02:20:00,8.301,0.71,1010.6,15.5,8.4,4.2,18.7,45.0
11535,2018-01-20 02:30:00,8.417,0.739,1010.6,16.9,9.8,4.2,18.5,45.4
11536,2018-01-20 02:40:00,8.481,0.732,1010.5,15.5,8.4,4.2,18.1,47.1
11537,2018-01-20 02:50:00,8.395,0.615,1010.3,14.1,7.0,2.8,17.6,48.6
11538,2018-01-20 03:00:00,8.564,0.64,1010.3,16.9,8.4,4.2,17.7,46.6
11539,2018-01-20 03:10:00,8.645,0.615,1010.2,15.5,8.4,5.6,17.7,46.0
11540,2018-01-20 03:20:00,8.584,0.597,1010.1,12.7,5.6,2.8,17.9,44.4
11541,2018-01-20 03:30:00,9.089,0.623,1010.1,8.4,1.4,2.8,18.3,41.5
11542,2018-01-20 03:40:00,9.22,0.502,1010.1,8.4,1.4,1.4,18.6,40.5
11543,2018-01-20 03:50:00,9.635,0.502,1010.0,8.4,1.4,358.6,18.5,40.4
11544,2018-01-20 04:00:00,9.308,0.458,1010.0,9.8,1.4,358.6,18.6,40.2
11545,2018-01-20 04:10:00,9.335,0.447,1009.9,11.3,4.2,0.0,18.5,40.0
11546,2018-01-20 04:20:00,9.097,0.672,1009.9,15.5,7.0,2.8,18.5,39.8
11547,2018-01-20 04:30:00,9.119,0.807,1009.8,16.9,9.8,2.8,18.3,40.4
11548,2018-01-20 04:40:00,8.78,0.739,1009.9,16.9,9.8,4.2,18.1,41.3
11549,2018-01-20 04:50:00,8.91,0.746,1009.9,18.3,9.8,4.2,18.0,41.6
11550,2018-01-20 05:00:00,8.898,0.732,1009.8,19.7,11.3,7.0,17.9,42.2
11551,2018-01-20 05:10:00,8.854,0.82,1009.9,16.9,11.3,7.0,17.9,42.5
11552,2018-01-20 05:20:00,9.038,0.542,1009.9,21.1,12.7,8.4,18.0,42.4
11553,2018-01-20 05:30:00,9.08,0.512,1010.0,21.1,11.3,8.4,18.0,42.5
11554,2018-01-20 05:40:00,8.76,0.656,1010.0,21.1,11.3,8.4,17.9,42.8
11555,2018-01-20 05:50:00,8.697,0.672,1010.0,19.7,11.3,7.0,17.6,43.3
11556,2018-01-20 06:00:00,8.532,0.64,1010.1,18.3,9.8,7.0,17.6,43.3
11557,2018-01-20 06:10:00,8.537,0.68,1010.2,18.3,11.3,8.4,17.5,43.6
11558,2018-01-20 06:20:00,8.532,0.532,1010.2,22.5,12.7,8.4,17.4,43.9
11559,2018-01-20 06:30:00,8.056,0.422,1010.3,22.5,12.7,7.0,17.6,43.2
11560,2018-01-20 06:40:00,8.309,0.435,1010.3,21.1,9.8,5.6,17.4,44.1
11561,2018-01-20 06:50:00,8.326,0.307,1010.5,23.9,14.1,8.4,17.4,43.9
11562,2018-01-20 07:00:00,8.169,0.422,1010.6,23.9,14.1,8.4,17.6,43.5
11563,2018-01-20 07:10:00,8.203,0.41,1010.7,25.3,15.5,8.4,17.7,42.8
11564,2018-01-20 07:20:00,7.567,0.41,1010.8,26.7,16.9,9.8,17.7,43.1
11565,2018-01-20 07:30:00,7.371,0.307,1011.0,26.7,16.9,8.4,17.4,43.9
11566,2018-01-20 07:40:00,7.297,0.271,1011.0,28.1,19.7,11.3,17.1,44.8
11567,2018-01-20 07:50:00,6.877,0.383,1011.1,29.5,21.1,11.3,17.1,44.8
11568,2018-01-20 08:00:00,6.317,0.307,1011.3,28.1,21.1,11.3,17.5,43.9
11569,2018-01-20 08:10:00,6.86,0.271,1011.3,25.3,12.7,5.6,17.7,43.6
11570,2018-01-20 08:20:00,7.012,0.435,1011.5,23.9,8.4,4.2,17.7,44.3
11571,2018-01-20 08:30:00,7.39,0.502,1011.6,25.3,14.1,2.8,17.7,44.6
11572,2018-01-20 08:40:00,7.567,0.41,1011.6,25.3,15.5,2.8,18.1,43.9
11573,2018-01-20 08:50:00,7.147,0.47,1011.7,23.9,14.1,0.0,18.7,43.0
11574,2018-01-20 09:00:00,7.182,0.695,1011.8,23.9,14.1,0.0,19.3,41.6
11575,2018-01-20 09:10:00,6.536,0.597,1012.0,22.5,9.8,354.4,19.7,41.1
11576,2018-01-20 09:20:00,7.319,0.561,1012.0,26.7,15.5,2.8,20.2,40.6
11577,2018-01-20 09:30:00,6.457,0.899,1012.1,26.7,18.3,7.0,21.1,38.5
11578,2018-01-20 09:40:00,5.863,0.899,1012.2,25.3,16.9,7.0,22.0,36.9
11579,2018-01-20 09:50:00,5.325,0.774,1012.3,26.7,18.3,7.0,22.6,36.3
11580,2018-01-20 10:00:00,5.47,0.82,1012.3,29.5,22.5,12.7,23.2,34.5
11581,2018-01-20 10:10:00,4.969,1.075,1012.4,26.7,18.3,15.5,24.1,33.1
11582,2018-01-20 10:20:00,4.549,0.725,1012.5,26.7,22.5,21.1,24.8,32.2
11583,2018-01-20 10:30:00,3.842,0.826,1012.5,23.9,15.5,19.7,25.2,31.3
11584,2018-01-20 10:40:00,3.056,0.542,1012.5,25.3,14.1,9.8,25.5,31.6
11585,2018-01-20 10:50:00,3.739,0.57,1012.4,39.4,29.5,19.7,25.9,31.1
11586,2018-01-20 11:00:00,3.707,0.632,1012.4,40.8,32.3,28.1,26.4,29.8
11587,2018-01-20 11:10:00,3.636,0.512,1012.3,30.9,26.7,22.5,26.8,28.9
11588,2018-01-20 11:20:00,3.749,0.58,1012.2,38.0,33.8,29.5,27.1,28.2
11589,2018-01-20 11:30:00,3.702,0.57,1012.0,43.6,42.2,43.6,27.5,27.2
11590,2018-01-20 11:40:00,4.122,0.458,1011.9,64.7,59.1,53.4,27.9,26.6
11591,2018-01-20 11:50:00,3.437,0.956,1011.7,60.5,53.4,49.2,28.0,26.2
11592,2018-01-20 12:00:00,3.648,0.746,1011.6,77.3,75.9,74.5,28.3,26.6
11593,2018-01-20 12:10:00,3.908,0.787,1011.4,83.0,80.2,78.8,28.5,26.1
11594,2018-01-20 12:20:00,3.95,0.491,1011.2,81.6,83.0,85.8,28.3,26.7
11595,2018-01-20 12:30:00,4.149,0.623,1010.9,80.2,80.2,87.2,28.3,26.6
11596,2018-01-20 12:40:00,4.247,0.512,1010.7,83.0,84.4,90.0,28.3,27.2
11597,2018-01-20 12:50:00,3.837,0.522,1010.6,87.2,88.6,94.2,28.2,28.6
11598,2018-01-20 13:00:00,3.945,0.422,1010.3,91.4,95.6,104.1,28.0,30.4
11599,2018-01-20 13:10:00,3.886,0.606,1010.1,98.4,101.3,102.7,28.1,30.9
11600,2018-01-20 13:20:00,4.346,0.369,1009.9,104.1,104.1,104.1,28.1,32.1
11601,2018-01-20 13:30:00,4.795,0.491,1009.7,99.8,99.8,101.3,27.6,32.6
11602,2018-01-20 13:40:00,5.161,1.019,1009.5,99.8,99.8,102.7,27.4,36.0
11603,2018-01-20 13:50:00,5.954,0.725,1009.4,99.8,98.4,102.7,26.9,36.7
11604,2018-01-20 14:00:00,7.194,0.512,1009.2,104.1,102.7,105.5,26.6,40.3
11605,2018-01-20 14:10:00,6.919,0.397,1009.0,101.3,99.8,104.1,26.6,41.1
11606,2018-01-20 14:20:00,7.005,0.481,1008.8,104.1,101.3,106.9,26.8,41.4
11607,2018-01-20 14:30:00,7.209,0.64,1008.8,104.1,105.5,111.1,26.4,45.9
11608,2018-01-20 14:40:00,7.211,0.68,1008.7,108.3,109.7,116.7,26.0,47.4
11609,2018-01-20 14:50:00,6.867,0.491,1008.6,109.7,109.7,115.3,26.0,47.4
11610,2018-01-20 15:00:00,5.728,0.746,1008.6,115.3,118.1,126.6,26.2,46.6
11611,2018-01-20 15:10:00,4.233,1.186,1008.6,135.0,139.2,147.7,26.2,46.6
11612,2018-01-20 15:20:00,4.247,0.922,1008.5,147.7,150.5,158.9,25.9,48.6
11613,2018-01-20 15:30:00,5.239,0.422,1008.3,115.3,118.1,122.3,25.9,46.5
11614,2018-01-20 15:40:00,4.142,0.76,1008.3,139.2,144.8,151.9,25.8,47.9
11615,2018-01-20 15:50:00,4.451,0.746,1008.3,135.0,136.4,144.8,25.8,48.6
11616,2018-01-20 16:00:00,4.797,0.481,1008.2,123.8,128.0,136.4,25.8,48.3
11617,2018-01-20 16:10:00,4.284,0.34,1008.1,123.8,126.6,137.8,25.9,47.6
11618,2018-01-20 16:20:00,4.264,0.205,1008.0,120.9,120.9,132.2,25.8,48.5
11619,2018-01-20 16:30:00,4.233,0.251,1008.0,130.8,135.0,150.5,25.7,49.9
11620,2018-01-20 16:40:00,3.84,0.561,1008.0,137.8,144.8,161.7,25.7,51.6
11621,2018-01-20 16:50:00,4.0965,0.48550000000000004,1008.0,182.8,191.3,201.1,25.5,53.7
11622,2018-01-20 17:00:00,4.353,0.41,1008.1,196.9,201.1,209.5,24.8,56.6
11623,2018-01-20 17:10:00,4.0705,0.38249999999999995,1008.0,181.4,191.3,203.9,25.1,53.1
11624,2018-01-20 17:20:00,3.788,0.355,1008.2,194.1,201.1,210.9,24.9,54.1
11625,2018-01-20 17:30:00,4.004,0.502,1008.3,215.2,216.6,220.8,24.8,54.4
11626,2018-01-20 17:40:00,3.987,0.251,1008.3,236.3,236.3,233.4,24.9,51.4
11627,2018-01-20 17:50:00,4.446,0.41,1008.3,237.7,234.8,232.0,24.9,51.5
11628,2018-01-20 18:00:00,4.414,0.422,1008.4,240.5,239.1,240.5,24.8,51.8
11629,2018-01-20 18:10:00,4.689,0.271,1008.4,248.9,244.7,241.9,24.8,49.1
11630,2018-01-20 18:20:00,4.959,0.532,1008.4,254.5,250.3,247.5,24.7,50.5
11631,2018-01-20 18:30:00,5.34,0.177,1008.4,254.5,250.3,248.9,24.4,54.4
11632,2018-01-20 18:40:00,5.188,0.251,1008.4,254.5,250.3,250.3,24.1,56.6
11633,2018-01-20 18:50:00,5.465,0.145,1008.4,253.1,248.9,247.5,24.0,58.3
11634,2018-01-20 19:00:00,4.842,0.205,1008.5,258.8,254.5,253.1,23.7,59.9
11635,2018-01-20 19:10:00,5.249,0.145,1008.6,248.9,246.1,246.1,23.6,61.5
11636,2018-01-20 19:20:00,4.883,0.205,1008.6,247.5,244.7,244.7,23.5,63.5
11637,2018-01-20 19:30:00,4.756,0.177,1008.8,251.7,247.5,250.3,23.3,65.3
11638,2018-01-20 19:40:00,5.013,0.177,1008.8,255.9,251.7,251.7,23.2,65.7
11639,2018-01-20 19:50:00,4.918,0.205,1008.9,257.3,250.3,248.9,23.2,67.7
11640,2018-01-20 20:00:00,4.954,0.102,1009.0,260.2,255.9,255.9,23.2,67.9
11641,2018-01-20 20:10:00,5.126,0.145,1009.1,272.8,265.8,263.0,23.2,66.7
11642,2018-01-20 20:20:00,4.954,0.177,1009.2,278.4,272.8,268.6,23.1,63.7
11643,2018-01-20 20:30:00,4.942,0.145,1009.4,279.8,274.2,268.6,23.3,57.5
